发病部位,疾病名称,证型名称,病机要点,辨证要点,临床表现,治法,代表方剂,发病概率,治疗难度
儿科,病毒性心肌炎 , 风热湿毒证,外感风热湿毒，侵袭于心，损伤心肌,发热咽痛，胸闷心悸，肢体酸痛,发热咽痛，胸闷心悸，肢体酸痛，恶心呕吐，舌质红，苔黄腻，脉滑数或结代，指纹紫,清热祛湿，解毒宁心,甘露消毒丹加减,罕见,极难
儿科,注意力缺陷多动障碍 , 痰瘀互结证,饮食不节，痰湿内生，瘀血阻滞，脑窍失养,多动不宁，注意力不集中，肢体僵硬,多动不宁，注意力不集中，肢体僵硬，舌质紫暗或有瘀点，苔白腻，脉涩，指纹紫滞,化痰活血，开窍益智,通窍活血汤合二陈汤加减,少见,极难
儿科,抽动障碍 , 痰热动风证,饮食不节，痰湿内生，化热动风，扰动经络,抽动频繁，烦躁易怒，面赤口苦,抽动频繁，烦躁易怒，面赤口苦，大便干结，小便短黄，舌质红，苔黄腻，脉滑数，指纹紫,清热化痰，息风止动,黄连温胆汤合羚角钩藤汤加减,少见,较难
儿科,水肿 , 血瘀水停证,水肿日久，气机不畅，瘀血内生，水瘀互结,水肿不退，肢体麻木，疼痛固定,水肿不退，肢体麻木，疼痛固定不移，舌质紫暗或有瘀点，苔薄白，脉涩，指纹紫滞,活血化瘀，利水消肿,桃红四物汤合五苓散加减,罕见,极难
儿科,尿血 , 气滞血瘀证,情志失调，肝气郁结，瘀血内生，阻滞血络,尿血暗红，腹痛固定，烦躁易怒,尿血暗红，腹痛固定不移，烦躁易怒，舌质紫暗或有瘀点，苔薄黄，脉弦涩，指纹紫,理气活血，凉血止血,血府逐瘀汤加减,罕见,极难
儿科,尿频 , 阴虚内热证,久病耗伤阴液，肾阴不足，虚火内生，膀胱气化失常,尿频短黄，手足心热，口干咽燥,尿频短黄，手足心热，口干咽燥，舌质红，苔少或无苔，脉细数，指纹淡紫,滋阴清热，通利膀胱,知柏地黄丸加减,少见,较难
儿科,遗尿 , 肺脾气虚兼肾虚证,脾胃虚弱，肺气不足，肾气亏虚，膀胱失约,夜间遗尿，神疲乏力，腰膝酸软,夜间遗尿，神疲乏力，腰膝酸软，食欲不振，面色萎黄，舌质淡，苔薄白，脉细弱，指纹淡红,健脾补肺，温肾固涩,补中益气汤合菟丝子散加减,少见,较难
儿科,五迟、五软 , 气血两虚证,脾胃虚弱，气血生化无源，脑窍、筋骨失养,发育迟缓，面色苍白，神疲乏力,发育迟缓，面色苍白，神疲乏力，食欲不振，舌质淡，苔薄白，脉细弱，指纹淡红,益气养血，健脾补肾,八珍汤合六味地黄丸加减,罕见,极难
儿科,性早熟 , 痰湿壅滞证,饮食不节，痰湿内生，阻滞经络，冲任失调,第二性征提前出现，形体肥胖，胸闷痰多,第二性征提前出现，形体肥胖，胸闷痰多，食欲不振，舌质淡，苔白腻，脉滑，指纹淡红,化痰祛湿，疏肝理气,二陈汤合逍遥散加减,少见,较难
儿科,流行性乙型脑炎 , 痰蒙清窍证（恢复期）,病后痰浊内生，蒙蔽清窍,神志不清，痴呆，肢体拘挛,神志不清，痴呆，肢体拘挛，痰多，舌质淡，苔白腻，脉滑，指纹淡滞,化痰开窍，醒神益智,涤痰汤加减,罕见,极难
儿科,百日咳 , 肺脾气虚证（恢复期）,病后肺脾气虚，气阴耗伤,咳嗽减轻，神疲乏力，食欲不振,咳嗽减轻，神疲乏力，食欲不振，面色萎黄，舌质淡，苔薄白，脉细弱，指纹淡红,健脾补肺，益气养阴,人参五味子汤合沙参麦冬汤加减,少见,一般
