id,name,catalog,desc,gain,use,propetype,pic,
850,白英,（茄科）,草质藤本。叶互生，多数为琴形，两面均被白色发亮的长柔毛。聚伞花序顶生或腋外生，疏花，花冠蓝紫色或白色①，花期夏秋，果熟期秋末。浆果球状，成熟时红黑色。喜温暖溼润的环境，生于山谷草地或路旁、田边；国内外均有分布。,在夏、秋，茎叶生长旺盛时期收割全草，每年可以收割2次，收取后直接晒干，或洗净鲜用。,全草及根入药。苦，微寒。有小毒。清热解毒，利溼消肿，抗癌。①全草：用于感冒发热，乳痈、恶疮，溼热黄疸、腹水，白带，肾炎水肿；外用治痈疖肿毒。②根：风溼痺痛。,,.\pic\med\白英_1.jpeg,2026/3/27 7:43
851,八角茴香,（木兰科）,常绿乔木，高10~15m。树皮灰色至红褐色。叶互生或螺旋状排列，革质，椭圆形或椭圆状披针形①，上面深绿色，光亮无毛，有透明油点，下面淡绿色，被疏毛。花单生于叶腋，有花梗；萼片3，黄绿色；花瓣6~9，淡红色至深红色；雄蕊15~19；心皮8~9；胚珠倒生。聚合果星芒状②。生于土壤疏松的阴溼山地，野生或栽培。分布于我国福建、广东、广西、云南、贵州、台湾等地。,秋、冬季果实由绿变黄时采摘，置沸水中略烫后干燥或直接干燥。,果实入药。辛，温。归肝、肾、脾、胃经。温阳散寒，理气止痛。用于寒疝腹痛，肾虚腰痛，胃寒呕吐，脘腹冷痛。,八角茴香的挥发油为芳香调味药及健胃药，油中的茴香醚为制造食品香料和化妆品的原料。,.\pic\med\八角茴香_1.jpeg,2026/3/27 7:43
852,花椒,（芸香科）,落叶灌木，高3~7m。茎干具增大的皮刺。奇数羽状复叶，互生，叶轴腹面两侧有狭小叶翼，小叶5~11，卵形或卵状长圆形，边缘具钝锯齿或波状锯齿，圆锥状聚伞花序顶生，花单性，花被4~8，1轮，雄花雄蕊通常3~7；雄花心皮通常3~4；成熟心皮通常2~3；蓇葖果，球形，红色或红紫色，密生粗大而突出的腺点①。适宜生长于温暖溼润及土层深厚的肥沃壤土、沙壤土，喜光、耐寒、耐旱、抗病能力强。我国华北、华中、华南各地均有分布。,秋季采收成熟的果实，晒干，除去种子及杂质。,味辛，性温。有芳香健胃、温中散寒、除溼止痛、杀虫解毒、止痒解腥的功效。,,.\pic\med\花椒_1.jpeg,2026/3/27 7:43
853,青椒,（芸香科）,与前种花椒的区别在于：小叶片15~21枚，对生或近对生，呈不对称的卵形至椭圆状披针形，长1.0~3.5cm，宽0.5~1.0cm；主脉下陷，侧脉不明显。伞房状圆锥花序顶生①；花被明显分为花萼和花瓣，排成两轮；无子房柄，蓇葖果表面草绿色、黄绿色至暗绿色，表面有细皱纹，腺点色深，呈点状下陷，先端有极短的喙状尖②。花期8~9月，果期10~11月。,秋季采收成熟果实，晒干，除去种子和杂质。,成熟果皮入药，中药名为「花椒」。辛，温。温中止痛，杀虫止痒。用于脘腹冷痛，呕吐泄泻，虫积腹痛；外治溼疹，阴痒。,,.\pic\med\青椒_1.jpeg,2026/3/27 7:43
854,荜茇,（胡椒科）,多年生草质藤本。根状茎直立，多分枝。茎下部匍匐，枝横卧，质柔软，有纵稜和沟槽，幼时被粉状短柔毛。叶下部的叶卵圆形，具较长的柄，向上的叶渐成为卵状长圆形，柄较短，顶端叶无柄，基部抱茎，下面脉上被短柔毛；掌状腺7条，全部基出。花单性异株，无花被；穗状花序与叶对生；雄花序被短柔毛；苞片近圆形，盾状；雄蕊2枚，花丝极短；子房卵形，柱头3裂。浆果下部与花序轴合生，先端有脐状凸起。花期春季，果期7~10月。生于海拔约580m的疏荫杂木林中，分布于我国云南东南至西南部，福建、广东和广西有栽培。,果穗由绿变黑时采收，除去杂质，晒干。,近成熟或成熟果穗入药，中药名为「荜茇」。辛，热。温中散寒，下气止痛。用于脘腹冷痛，呕吐，泄泻，寒凝气滞，胸痺心痛，头痛，牙痛 。,,.\pic\med\荜茇_1.jpeg,2026/3/27 7:43
855,丁香,（桃金娘科）,常绿乔木。高达10m。叶对生，叶柄细长，向上渐短；叶片长方倒卵形或椭圆形，先端渐尖，基部渐窄下延至柄，全缘。秋季开花，花有浓香，聚伞圆锥花序顶生；花萼肥厚，绿色后转紫红色，管状，先端4浅裂，裂片三角形，肥厚；花冠白色稍带淡紫，基部管状，较萼稍长，先端具4裂片；雄蕊多数；子房下位，顶端有粗厚花柱，柱头不明显。浆果红棕色，稍有光泽，长方椭圆形，有香气。种子数粒，长方形。栽培和野生于热带地区，原产于非洲摩洛哥，现我国广东也有种植。,当花蕾由绿色转红时采摘，晒干。,花蕾入药，中药名为「丁香」。辛，温。温中降逆，补肾助阳。用于脾胃虚寒，呃逆呕吐，食少吐泻，心腹冷痛，肾虚阳痿。,,.\pic\med\丁香_1.jpeg,2026/3/27 7:43
856,胡椒,（胡椒科）,长达5m。节显著膨大，常生须根。叶互生；叶柄长1~2cm；叶片厚革质，阔卵形或卵状长圆形①，先端短尖，基部圆，常稍偏斜。花通常单性，雌雄同株，少有杂性，无花被；穗状花序与叶对生，比叶短或近等长；总花梗与叶柄近等长；苞片匙状长圆形，下部贴生于花序轴上，上部呈浅杯状；雄蕊2枚，花葯肾形，花丝粗短；子房球形，柱头3~4裂。浆果球形，直径3~6mm，成熟时红色，未成熟时干后变黑色。花期6~10月。原产东南亚，我国台湾、福建、广东、广西及云南等省区均有栽培。,秋末至次春果实呈暗绿色时采收，晒干，为黑胡椒；果实变红时采收，用水浸渍数日，擦去果肉，晒干，为白胡椒。,燥近成熟或成熟果实入药，中药名为「胡椒」。辛，热。温中散寒，下气，消痰。用于胃寒呕吐，腹痛泄泻，食欲不振，癫痫痰多。,,.\pic\med\胡椒_1.jpeg,2026/3/27 7:43
857,吴茱萸,（芸香科）,树皮青灰褐色，幼枝紫褐色，有细小圆形的皮孔；幼技、叶轴及花轴均被锈色绒毛。奇数羽状复叶对生①。雌雄异株；萼片5枚，广卵形，长1~2mm，被短柔毛；花瓣5枚，白色，长圆形，长4~6mm；雄花具5枚雄蕊，插生在极小的花盘上，花葯基着，椭圆形，花丝粗短，被毛，退化子房先端4~5裂；雌花的花瓣较雄花瓣大，退化雄蕊鳞片状，子房上位，长圆形，心皮5，花后增宽成扁圆形，有粗大的腺点，花柱粗短，柱头先端4~5浅裂。果实扁球形，成熟时裂开成5个果瓣，呈蓇葖果状，紫红色，表面有粗大油腺点，每分果有种子1个，黑色，有光泽。花期6~8月，果期9~10月。野生于山地、路旁或疏林下。分布于我国长江流域及华南一带和陕西等地，主要分布于贵州、广西、湖南、云南、陕西、浙江、四川等地。,8~11月果实尚未开裂时，剪下果枝，晒干或低温干燥， 除去枝、叶、果梗等杂质。,近成熟果实入药，中药名为「吴茱萸」。辛、苦，热；有小毒。散寒止痛，降逆止呕，助阳止泻。用于厥阴头痛，寒疝腹痛，寒溼脚气，经行腹痛，脘腹胀痛，呕吐吞酸，五更泄泻。,,.\pic\med\吴茱萸_1.jpeg,2026/3/27 7:43
858,茴香,（伞形科）,多年生草本，高0.6~2.0m，全株有粉霜，有强烈香气，茎直立，上部分枝，有稜。叶互生，2~4回羽状细裂，最终裂片丝状①，长0.4~4.0cm，宽约0.5mm；下部叶具长柄，基部鞘状抱茎，上部叶的柄一部或全部成鞘。复伞形花序顶生②，无总苞和小总苞；伞幅8~30个，不等长；花小，金黄色。双悬果矩圆形，果稜尖锐，具有特异芳香气。花期6~7月，果期10月。原产地中海地区。我国各省区都有栽培。,秋季果实初熟时采割植株，晒干，打下果实，除去杂质。,果实入药，中药名为「小茴香」。辛，温。散寒止痛，理气和胃。用于寒疝腹痛，睪丸偏坠，痛经，少腹冷痛，脘腹胀痛，食少吐泻。,,.\pic\med\茴香_1.jpeg,2026/3/27 7:43
859,高良姜,（姜科）,多年生草本。根茎圆柱状形，横生，棕红色，节上生根。茎丛生，直立。叶无柄或近无柄；叶片线状披针形；叶鞘抱茎，具膜质边缘。总状花序顶生，花冠管漏斗状，花冠裂片3，长圆形，脣瓣卵形，白色而有红色条纹；子房3室，密被绒毛，花柱细长，基部下方具2个合生的圆柱形蜜腺，柱头2脣状。蒴果球形①，不开裂，被绒毛，熟时橙红色。种子具假种皮，有钝稜角，棕色。花期4~9月，果期8~11月。分布于广东、海南等地。,夏末秋初采挖，除去须根和残留的鳞片，洗净，切段，晒干。,干燥根茎入药。辛，热。温胃散寒，消食止痛。用于脘腹冷痛，胃寒呕吐，嗳气吞酸。,,.\pic\med\高良姜_1.jpeg,2026/3/27 7:43
860,艳山姜,（姜科）,株高2~3m。叶片披针形，叶柄长1~1.5cm。圆锥花序呈总状花序式，脣瓣匙状宽卵形，子房被金黄色粗毛。蒴果卵圆形，种子有稜角。花期4~6月，果期7~10月。分布于我国东南部至西南部各省区。热带亚洲广布。,根茎全年均可采，鲜用或切片晒干。果实将熟时采收，烘干。,根状茎和果实入药。辛、涩，温。温中燥溼，行气止痛，截疟。用于心腹冷痛，胸腹胀满，消化不良，呕吐腹泻，疟疾。,,.\pic\med\艳山姜_1.jpeg,2026/3/27 7:43
861,薤白,（百合科）,多年生草本，高70cm。鳞茎长椭圆形，外被白色膜质鳞皮①。叶基生；叶片线形，基部鞘状，抱茎。叶片2~4片，半圆柱状线形，中空。 伞形花序；花被片圆形或长圆形，近球形，顶生；花被6，长圆状披针形，淡紫粉红色或淡紫色②；雄蕊6，雌蕊1，子房上位，3室，有2稜，果为蒴果。生于山地阴溼处，全国大部分地区有分布。,夏、秋季采挖，洗净，除去须根，蒸透或置沸水中烫透，晒干。,味辛、苦，性温。无毒。通阳散结，行气导滞。用于胸痺疼痛，痰饮咳喘，泻痢后重。,,.\pic\med\薤白_1.jpeg,2026/3/27 7:43
862,枸橘,（芸香科）,落叶灌木或小乔木，高5~7m。枝刺多而尖锐，三出复叶①，叶柄有翅。小叶无柄，通常倒卵形或椭圆形，花白色，芳香，萼片卵形，花瓣匙形，子房6~8室，近球形，柑果，球形，橙黄色②，有香气，有油腺点，种子多数，白色，卵状长圆形。生于光照条件好，温暖溼润气候环境及深厚肥沃土壤。全国大部分地区有分布。,8~9月果实未成熟时采摘，日晒夜露，至全部干燥。,辛、苦，温。①果：健胃消食，理气止痛。用于胃痛，消化不良，胸腹胀痛，便祕，子宫脱垂，脱肛，睪丸肿痛，疝痛。②叶：行气消食，止呕。用于反胃，呕吐。,,.\pic\med\枸橘_1.jpeg,2026/3/27 7:43
863,土木香,（菊科）,多年生草本。高达1.8m。全株密被短柔毛，根圆锥状并多侧根。基生叶大，具长柄，茎生叶无柄，半抱茎，叶阔椭圆状披针形至披针形。肉状花序排列成伞房状，花黄色，缘花舌状，盘花管状①。瘦果5面形，有冠毛。生于河边、田边等潮溼处。主产于河北、浙江、四川、河南、山西、陕西、甘肃及新疆等地。,霜降后叶枯时采挖，除去茎叶、须根及泥土，截段，较粗的纵切成瓣，晒干。,根入药。辛、苦，温。健脾和胃，行气止痛，驱虫。用于胃脘、胸腹胀痛，呕吐腹泻，痢疾，食积，虫积。,,.\pic\med\土木香_1.jpeg,2026/3/27 7:43
864,柿,（柿科）,落叶乔木，高4~9m。小枝有褐色柔毛。叶互生，革质，卵状椭圆形至倒卵形，全缘，上面深绿色，下面有褐色短柔毛。花单性，雄花有雄蕊16，成短聚伞花序；雌花单生于叶腋；花萼4深裂，有毛，果熟时增大；花冠黄白色，4裂，有毛。浆果扁圆形或卵圆形①，熟时橙红色、红色、鲜黄色，宿存花萼木质。生态适应性强，喜温暖气候，也很耐寒，有一定的耐旱性和耐瘠薄能力，但以深厚肥沃疏松土壤为宜。主产于我国长江流域及黄河流域。,冬季收整合熟柿子的果蒂，去柄，洗净，晒干。,其宿存花萼入药称「柿蒂」。苦、涩，平。归胃经。降逆下气。用于呃逆。本植物的根或根皮（柿根）、树皮（柿木皮）、叶（柿叶）、花（柿花）、果实（柿子）、果实的制成品（柿饼）及其外附白霜（柿霜）、外果皮（柿皮）、未成熟果实液汁的制成品（柿漆）亦供药用。,,.\pic\med\柿_1.jpeg,2026/3/27 7:43
865,玫瑰花,（蔷薇科）,落叶灌木，高50~120cm。茎枝有皮刺和刺毛，小枝密被绒毛。小叶5~9，表面皱，背面有柔毛和腺体。花单生或数朵聚生，花冠鲜艳，紫红色或白色①。蔷薇果扁球形，熟时红色。适应性强，常生于我国中部以至北部的低山丛林中。主产于山东、江苏、浙江及广东。,在4月下旬至5月下旬，分期分批采收花蕾已充分膨大而未开放的花。,花入药。甘、微苦，温。归肝、脾经。行气解郁，和血，止痛。用于肝胃气痛，食少呕恶，月经不调，跌扑伤痛。,鲜花可蒸制芳香油，供食用及化妆品用，干制后可泡茶。,.\pic\med\玫瑰花_1.jpeg,2026/3/27 7:43
866,鸡爪槭,（槭树科）,落叶小乔木，高可达10m。树冠扁圆形或伞形，小枝光滑，细长，紫色或灰紫色。单叶对生，掌状七裂，基部近楔形或近心脏形，裂片先端尾状，披针形，先端锐尖，边缘具锯齿①，嫩叶两面密生柔毛，后叶表面光滑。伞形状伞房花序，花紫色。翅果平滑，棕黄色。多生于海拔1200m以下山地，丘陵之林缘或疏林中。分布于我国长江流域各省，山东、河南、浙江也有分布。,夏、秋季采摘，晒干。,枝叶入药。辛、微苦，平。归肝经。行气止痛，解毒消痈。用于气滞腹痛，痈疖肿毒。,,.\pic\med\鸡爪槭_1.jpeg,2026/3/27 7:43
867,土沉香,（瑞香科）,乔木，高5~15m，树皮暗灰色，几平滑，纤维坚韧。小枝圆柱形，幼时被疏柔毛，后逐渐脱落，无毛或近无毛。叶革质，圆形至长圆形，有时近倒卵形，先端锐尖或急尖而具短尖头，基部宽楔形，上面暗绿色或紫绿色，下面淡绿色，两面均无毛。花芳香，黄绿色，多朵，组成伞形花序；花梗密被黄灰色短柔毛，花瓣10枚，鳞片状，着生于花萼筒喉部，密被毛。蒴果果梗短，卵球形，幼时绿色，顶端具短尖头，基部渐狭，密被黄色短柔毛。花期春夏，果期夏秋。喜生于低海拔的山地、丘陵以及路边阳处疏林中。分布于广东、海南、广西、福建。,全年均可采收，割取含树脂的木材，除去不含树脂的部分，阴干。,心材入药，中药名为「沉香」。辛、苦，微温。行气止痛，温中止呕，纳气平喘。用于胸腹胀闷疼痛，胃寒呕吐呃逆，肾虚气逆喘急。,,.\pic\med\土沉香_1.jpeg,2026/3/27 7:43
